generated_at_utc,seed,split,model_variant,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,target_precision_fake,target_met,candidate_name,candidate_type,selection_rule,is_selected_threshold
2026-06-01T08:39:13.629461+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.83,threshold_sweep,0.7957911145752143,0.7620710645526614,0.9781818181818182,0.5123809523809524,0.6725,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1504,12,512,538,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.636544+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.84,threshold_sweep,0.7922837100545597,0.7572340603411842,0.977818853974122,0.5038095238095238,0.6649905719673161,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1504,12,521,529,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.643572+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.85,threshold_sweep,0.7879968823070927,0.7510964278811143,0.9791666666666666,0.49238095238095236,0.6552598225602028,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1505,11,533,517,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.650928+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.86,threshold_sweep,0.7837100545596258,0.7450699069428992,0.9787234042553191,0.4819047619047619,0.6458200382897256,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1505,11,544,506,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.657688+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.87,threshold_sweep,0.7739672642244739,0.730953345095884,0.9795918367346939,0.45714285714285713,0.6233766233766234,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1506,10,570,480,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.664915+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.88,threshold_sweep,0.769680436477007,0.7247214415281793,0.9791231732776617,0.44666666666666666,0.6134728580771747,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1506,10,581,469,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.672426+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.89,threshold_sweep,0.764614185502728,0.717273857613188,0.9785407725321889,0.4342857142857143,0.6015831134564644,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1506,10,594,456,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.679984+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.9,threshold_sweep,0.7603273577552611,0.7106750951115129,0.9801324503311258,0.4228571428571429,0.590818363273453,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1507,9,606,444,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.687226+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.91,threshold_sweep,0.754871395167576,0.702454471228021,0.979498861047836,0.4095238095238095,0.577568838146407,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1507,9,620,430,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.694549+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.92,threshold_sweep,0.745128604832424,0.6874899440441926,0.9782608695652174,0.38571428571428573,0.5532786885245902,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1507,9,645,405,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.701518+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.93,threshold_sweep,0.7392829306313328,0.6780586606453816,0.9798488664987406,0.37047619047619046,0.5376641326883207,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1508,8,661,389,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.708883+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.94,threshold_sweep,0.7279812938425565,0.6596128818424525,0.9808743169398907,0.3419047619047619,0.5070621468926554,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1509,7,691,359,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.716068+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.95,threshold_sweep,0.7162899454403742,0.6398757564728164,0.9820359281437125,0.31238095238095237,0.47398843930635837,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1510,6,722,328,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.727022+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.96,threshold_sweep,0.6971940763834762,0.6059042550983558,0.9857651245551602,0.2638095238095238,0.41622839969947406,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1512,4,773,277,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.734562+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.97,threshold_sweep,0.6734216679657054,0.5606555796104737,0.9907407407407407,0.2038095238095238,0.3380726698262243,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1514,2,836,214,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.742030+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.98,threshold_sweep,0.6305533904910366,0.46944618927973203,1.0,0.09714285714285714,0.17708333333333334,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1516,0,948,102,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
2026-06-01T08:39:13.749622+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.99,threshold_sweep,0.5974279033515199,0.38887225048445423,1.0,0.01619047619047619,0.031865042174320526,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1516,0,1033,17,0.975,True,blend_dl00_xgb05_lgbm05,weighted_blend,,False
