generated_at_utc,seed,split,model_variant,ablation_variant,removed_component,evidence_type,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,probability_path,notes,controlled_train_rows,controlled_feature_dim,controlled_train_mode
2026-06-11T12:27:28.573042+00:00,42,test,controlled_lightgbm_pca_all9,,,controlled_lightgbm_reference,0.5,default_0.5,0.8738499922033369,0.8661302760944023,0.9035126722987995,0.774390243902439,0.8339831725836241,3789,2624,0.9203792750516578,0.9098467484801976,0.0986632608984983,3572,217,592,2032,,Reference LightGBM trained on Phase 3 PCA features with all 9 behavioral features embedded upstream.; train_mode=full_train; train_seconds=97.72,29923,400,full_train
