generated_at_utc,seed,split,model_variant,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,target_precision_fake,target_met,selection_rule,candidate_name,candidate_type,candidate_config
2026-06-01T08:39:13.600037+00:00,42,val_calibration,blend_dl00_xgb05_lgbm05,0.79,threshold_sweep,0.8094310210444271,0.7808265358399183,0.9762308998302207,0.5476190476190477,0.701647345942648,1516,1050,0.9146337479582862,0.9082632183365567,0.10484478419961625,1502,14,475,575,0.975,True,validation_precision_target_then_macro_f1_roc_auc,blend_dl00_xgb05_lgbm05,weighted_blend,"{""type"": ""weighted_blend"", ""weights"": {""dl_pso_prob"": 0.0, ""lightgbm_prob"": 0.5, ""xgboost_prob"": 0.5}}"
