component,explained_variance_ratio,cumulative_explained_variance
671,8.409354632021859e-05,0.9935320469739963
672,8.399411308346316e-05,0.9936160410870798
673,8.345366950379685e-05,0.9936994947565836
674,8.31345168990083e-05,0.9937826292734826
675,8.275594154838473e-05,0.993865385215031
676,8.242594049079344e-05,0.9939478111555218
677,8.220913878176361e-05,0.9940300202943035
678,8.149565837811679e-05,0.9941115159526817
679,8.12770813354291e-05,0.9941927930340171
680,8.105965389404446e-05,0.9942738526879111
681,8.057311788434163e-05,0.9943544258057955
682,8.039645035751164e-05,0.994434822256153
683,8.018325752345845e-05,0.9945150055136764
684,7.934979657875374e-05,0.9945943553102552
685,7.911286229500547e-05,0.9946734681725502
686,7.90511112427339e-05,0.9947525192837929
687,7.839832687750459e-05,0.9948309176106704
688,7.782484317431226e-05,0.9949087424538448
689,7.758259016554803e-05,0.9949863250440103
690,7.744527101749554e-05,0.9950637703150278
691,7.695805106777698e-05,0.9951407283660956
692,7.646997983101755e-05,0.9952171983459266
693,7.60989569243975e-05,0.995293297302851
694,7.566056592622772e-05,0.9953689578687772
695,7.536790508311242e-05,0.9954443257738603
696,7.481957436539233e-05,0.9955191453482257
697,7.453921716660261e-05,0.9955936845653923
698,7.426961383316666e-05,0.9956679541792255
699,7.369813101831824e-05,0.9957416523102438
700,7.33865235815756e-05,0.9958150388338254
701,7.284199091373011e-05,0.9958878808247391
702,7.258593541337177e-05,0.9959604667601525
703,7.221398846013471e-05,0.9960326807486126
704,7.197204104159027e-05,0.9961046527896542
705,7.14894340489991e-05,0.9961761422237032
706,7.101714436430484e-05,0.9962471593680675
707,7.076454494381323e-05,0.9963179239130113
708,7.046238170005381e-05,0.9963883862947114
709,7.0087073254399e-05,0.9964584733679658
710,6.948839290998876e-05,0.9965279617608758
711,6.928654329385608e-05,0.9965972483041696
712,6.860842404421419e-05,0.9966658567282138
713,6.83320831740275e-05,0.9967341888113879
714,6.783815479138866e-05,0.9968020269661793
715,6.759235839126632e-05,0.9968696193245705
716,6.707491411361843e-05,0.9969366942386841
717,6.660641520284116e-05,0.997003300653887
718,6.595213926630095e-05,0.9970692527931533
719,6.564449722645804e-05,0.9971348972903797
720,6.54287650831975e-05,0.9972003260554629
721,6.492224201792851e-05,0.9972652482974809
722,6.459795986302197e-05,0.9973298462573439
723,6.443562597269192e-05,0.9973942818833166
724,6.387743633240461e-05,0.997458159319649
725,6.354769720928743e-05,0.9975217070168583
726,6.282469985308126e-05,0.9975845317167114
727,6.259071233216673e-05,0.9976471224290435
728,6.202043005032465e-05,0.9977091428590938
729,6.178630428621545e-05,0.9977709291633801
730,6.131551344878972e-05,0.9978322446768289
731,6.0917740484001115e-05,0.9978931624173129
732,6.059707811800763e-05,0.9979537594954309
733,6.035239130142145e-05,0.9980141118867323
734,5.98240367253311e-05,0.9980739359234576
735,5.965517266304232e-05,0.9981335910961207
736,5.9408015658846125e-05,0.9981929991117795
737,5.855451672687195e-05,0.9982515536285064
738,5.798180427518673e-05,0.9983095354327816
739,5.760930071119219e-05,0.9983671447334928
740,5.736231105402112e-05,0.9984245070445468
741,5.670418977388181e-05,0.9984812112343207
742,5.621802847599611e-05,0.9985374292627966
743,5.5484939366579056e-05,0.9985929142021632
744,5.5279091611737385e-05,0.998648193293775
745,5.486158624989912e-05,0.9987030548800249
746,5.472649718285538e-05,0.9987577813772077
747,5.423426046036184e-05,0.9988120156376681
748,5.417294232756831e-05,0.9988661885799957
749,5.342991789802909e-05,0.9989196184978937
750,5.324305675458163e-05,0.9989728615546483
751,5.2159819460939616e-05,0.9990250213741092
752,5.205662819207646e-05,0.9990770780023013
753,5.184421024750918e-05,0.9991289222125488
754,5.070315091870725e-05,0.9991796253634675
755,5.044220597483218e-05,0.9992300675694423
756,5.0079786888090894e-05,0.9992801473563304
757,4.890075433650054e-05,0.9993290481106669
758,4.852885831496678e-05,0.9993775769689819
759,4.795830318471417e-05,0.9994255352721666
760,4.701428770204075e-05,0.9994725495598686
761,4.669468762585893e-05,0.9995192442474945
762,4.61106828879565e-05,0.9995653549303825
763,4.5276701712282375e-05,0.9996106316320947
764,4.51043488283176e-05,0.999655735980923
765,4.3118321627844125e-05,0.9996988543025509
766,4.25296020694077e-05,0.9997413839046203
767,4.1712857637321576e-05,0.9997830967622576
768,4.026915485155769e-05,0.9998233659171092
769,3.772146737901494e-05,0.9998610873844882
770,3.472146636340767e-05,0.9998958088508516
771,3.21936713589821e-05,0.9999280025222106
772,2.6389599952381104e-05,0.999954392122163
773,2.0721479813801125e-05,0.9999751136019768
774,1.2970670468348544e-05,0.9999880842724451
775,9.699385373096447e-06,0.9999977836578182
776,2.183231117669493e-06,0.9999999668889359
777,1.393726010862355e-16,0.999999966888936
