component,explained_variance_ratio,cumulative_explained_variance
174,0.0009510804666206241,0.8358788320911117
175,0.0009429599740542471,0.8368217920651659
176,0.0009318890515714884,0.8377536811167374
177,0.0009272953029721975,0.8386809764197096
178,0.0009217338520102203,0.8396027102717198
179,0.0009100129245780408,0.8405127231962979
180,0.0009073982946574688,0.8414201214909554
181,0.0009054623078554869,0.8423255837988108
182,0.0009023422026075423,0.8432279260014184
183,0.0008947016322053969,0.8441226276336238
184,0.0008903858833946288,0.8450130135170184
185,0.000884049863088876,0.8458970633801073
186,0.0008755579474382102,0.8467726213275455
187,0.0008724561193957925,0.8476450774469413
188,0.0008617551065981388,0.8485068325535394
189,0.00085383903933689,0.8493606715928763
190,0.0008508488535881042,0.8502115204464644
191,0.0008386436384171247,0.8510501640848815
192,0.0008318010368384421,0.85188196512172
193,0.0008256306755356491,0.8527075957972556
194,0.0008227333892136812,0.8535303291864693
195,0.0008176505798473954,0.8543479797663167
196,0.0008116575190797448,0.8551596372853965
197,0.0008097059326246381,0.8559693432180211
198,0.00080582604277879,0.8567751692607999
199,0.0007976863998919725,0.8575728556606919
200,0.0007908360566943884,0.8583636917173862
201,0.0007848130771890283,0.8591485047945753
202,0.0007816995494067669,0.859930204343982
203,0.0007783700129948556,0.8607085743569769
204,0.0007708704215474427,0.8614794447785243
205,0.0007692863000556827,0.86224873107858
206,0.0007658093236386776,0.8630145404022187
207,0.000759412010665983,0.8637739524128847
208,0.0007585291750729084,0.8645324815879576
209,0.0007538919453509152,0.8652863735333085
210,0.0007484412635676563,0.8660348147968762
211,0.000744334131013602,0.8667791489278898
212,0.000732043816242367,0.8675111927441321
213,0.0007282756851054728,0.8682394684292376
214,0.0007220987463369966,0.8689615671755746
215,0.0007169308955781162,0.8696784980711527
216,0.0007139701629057527,0.8703924682340585
217,0.0007105586701072752,0.8711030269041657
218,0.0007090727449394763,0.8718120996491052
219,0.0007025258964858949,0.8725146255455911
220,0.000699386466294527,0.8732140120118856
221,0.0006944571505300701,0.8739084691624157
222,0.0006882195011712611,0.874596688663587
223,0.0006822681752964854,0.8752789568388835
224,0.0006745752762071788,0.8759535321150906
225,0.0006708079599775374,0.8766243400750682
226,0.0006698781508021057,0.8772942182258703
