label_name,review_count,char_len_mean,char_len_median,char_len_std,word_count_mean,word_count_median,word_count_std
fake,17494,190.69160855150338,43.0,343.194769505335,35.78981365039442,7.0,63.624425955463686
real,25255,176.13981389823797,125.0,168.85649039027294,33.507899425856266,24.0,31.931469749407995
