generated_at_utc,seed,split,model_variant,threshold,loss,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,tn,fp,fn,tp,probability_path
2026-06-01T08:34:57.244532+00:00,42,train,dl_pso,0.5,0.1399772064170528,0.8071383216923437,0.795418393441466,0.8078934854969092,0.6936959007022702,0.746452264838979,17677,12246,0.8648622234962252,0.8527530862001503,15657,2020,3751,8495,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/dl_pso_train_prob.npy
2026-06-01T08:34:58.484983+00:00,42,val,dl_pso,0.5,0.1428857049684749,0.8027444253859348,0.7905399046456305,0.8032128514056225,0.6859756097560976,0.7399794450154162,3789,2624,0.8553079980398972,0.8449196078390688,3348,441,824,1800,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/dl_pso_val_prob.npy
2026-06-01T08:34:59.559173+00:00,42,test,dl_pso,0.5,0.14614080902117565,0.7915172306252923,0.77934882410512,0.7818659658344284,0.6802591463414634,0.7275320970042796,3789,2624,0.8516683604336044,0.8360694454774419,3291,498,839,1785,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/dl_pso_test_prob.npy
