generated_at_utc,seed,split,model_variant,ablation_variant,removed_component,evidence_type,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,probability_path,notes,fold,train_rows,validation_rows,cv_mode
2026-06-11T12:19:22.625373+00:00,42,cv_fold_1,cv_lightgbm_pca,,,resource_aware_cv,0.5,default_0.5,0.8719042377545404,0.864106542593968,0.900117508813161,0.7726967047747142,0.8315541885290393,4294,2974,0.9210243629856522,0.9098525692846127,0.09899816854223932,4039,255,676,2298,,full train+val PCA features fit within configured resource policy,1,29068,7268,full_5fold_cv
2026-06-11T12:21:00.140165+00:00,42,cv_fold_2,cv_lightgbm_pca,,,resource_aware_cv,0.5,default_0.5,0.8732626943718178,0.8657969393456899,0.8980224893369523,0.7787491593813046,0.8341437061048083,4293,2974,0.9224081334763854,0.9120176130964025,0.09821109167529128,4030,263,658,2316,,full train+val PCA features fit within configured resource policy,2,29069,7267,full_5fold_cv
2026-06-11T12:22:35.876219+00:00,42,cv_fold_3,cv_lightgbm_pca,,,resource_aware_cv,0.5,default_0.5,0.8691344433741571,0.861078129082864,0.897758552890287,0.7676529926025555,0.8276237085372485,4293,2974,0.9182711851184526,0.9124698785891536,0.0995145323213995,4033,260,691,2283,,full train+val PCA features fit within configured resource policy,3,29069,7267,full_5fold_cv
2026-06-11T12:24:14.494222+00:00,42,cv_fold_4,cv_lightgbm_pca,,,resource_aware_cv,0.5,default_0.5,0.876702903536535,0.8689736464298834,0.910996835443038,0.7743779421654338,0.8371501272264631,4293,2974,0.9278590552080292,0.9206265550455383,0.0946192746744495,4068,225,671,2303,,full train+val PCA features fit within configured resource policy,4,29069,7267,full_5fold_cv
2026-06-11T12:25:49.198269+00:00,42,cv_fold_5,cv_lightgbm_pca,,,resource_aware_cv,0.5,default_0.5,0.8772533370028898,0.8697425927971124,0.9085557299843015,0.7784129119031608,0.8384643245201014,4293,2974,0.9271181828819721,0.9188270514014321,0.09500339713457329,4060,233,659,2315,,full train+val PCA features fit within configured resource policy,5,29069,7267,full_5fold_cv
