epoch,train_loss,generated_at_utc,seed,split,model_variant,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
1,0.31410402177950636,2026-06-10T09:08:10.998620+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9309215655699361,0.9278847646383412,0.9409623938536191,0.8868140243902439,0.9130861290955464,3789,2624,0.9658919191626597,0.9614897058145124,0.05697418041179213,3643,146,297,2327
2,0.18619464863995175,2026-06-10T09:08:18.249544+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9354436301263059,0.9325921003804116,0.9473684210526315,0.8917682926829268,0.9187279151943463,3789,2624,0.9714004837494932,0.9688137650551075,0.051444432942425476,3659,130,284,2340
3,0.14597053107638508,2026-06-10T09:08:25.574854+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9365351629502573,0.9338589027463031,0.943577430972389,0.8986280487804879,0.9205543626781183,3789,2624,0.9722154330732737,0.9698360962735849,0.05180935466191276,3648,141,266,2358
4,0.11940593524402353,2026-06-10T09:08:32.942328+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9326368314361453,0.9298826396452159,0.9352660841938046,0.897484756097561,0.9159859976662778,3789,2624,0.9697027941924313,0.9666719236853465,0.054574077385320816,3626,163,269,2355
5,0.09864539638671097,2026-06-10T09:08:40.223647+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9338842975206612,0.9311455590284383,0.9382470119521913,0.897484756097561,0.917413322945072,3789,2624,0.9693491549672028,0.966044453254229,0.056291187851986974,3634,155,269,2355
6,0.07918015682794502,2026-06-10T09:08:47.680135+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9284266334009044,0.9261415833744937,0.9068019541525743,0.9195884146341463,0.9131504257332071,3789,2624,0.9663683665488674,0.9620295604140953,0.06074909127719902,3541,248,211,2413
7,0.06737495121918861,2026-06-10T09:08:55.045252+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9299859660065491,0.9273029983656387,0.9253030895580758,0.9016768292682927,0.9133371935919706,3789,2624,0.9666681954824299,0.9627170727236309,0.06026981222374011,3598,191,258,2366
8,0.055170555923252235,2026-06-10T09:09:02.582791+00:00,42,val,phase5_cnn_bilstm_sequence,0.5,default_0.5,0.9343520973023546,0.9317335268349038,0.9348598499802606,0.9024390243902439,0.918363389567578,3789,2624,0.9644830953208582,0.9597849201297366,0.05861441521942072,3624,165,256,2368
