generated_at_utc,seed,robustness_subset_size,fgsm_epsilons,pgd_epsilons,pgd_steps,adversarial_batch_size,feature_clamp,attack_space,surrogate_model,no_retraining
2026-06-11T06:21:39.436399+00:00,42,1000,"[0.01, 0.03, 0.05]","[0.01, 0.03]",5,128,train_pca_component_min_max,pca_feature_space,dl_pso,True
