generated_at_utc,seed,model_variant,epoch,train_loss,val_loss,val_macro_f1,val_precision_fake,val_recall_fake,val_f1_fake,val_roc_auc,val_pr_auc,batch_size
2026-06-01T08:07:44.759222+00:00,42,dl_baseline,1,0.14731156847905663,0.12857115700778213,0.7392668283536951,0.7646191646191646,0.5929878048780488,0.6679544966731058,0.8029775396848388,0.7977904790292302,64
2026-06-01T08:07:48.867415+00:00,42,dl_baseline,2,0.13202086881167135,0.12249295396183389,0.7561542199125608,0.736644407345576,0.6726371951219512,0.703187250996016,0.8236441616939923,0.8166953603382396,64
2026-06-01T08:07:52.977061+00:00,42,dl_baseline,3,0.12910245940414408,0.1230906707523822,0.7564725408212705,0.8515535097813579,0.5640243902439024,0.6785878037597433,0.8249275120052268,0.8172359167161637,64
2026-06-01T08:07:57.276131+00:00,42,dl_baseline,4,0.12851708295893247,0.1197912584163647,0.7605002653928836,0.7546759460635059,0.661204268292683,0.7048547633556774,0.8312720974225776,0.823447559289518,64
2026-06-01T08:08:01.471559+00:00,42,dl_baseline,5,0.12797128118499174,0.12037215623281386,0.7642770903494234,0.7523364485981309,0.6749237804878049,0.7115307352350342,0.8264653296770499,0.8204475296466404,64
2026-06-01T08:08:05.641469+00:00,42,dl_baseline,6,0.12757490789844872,0.12105881449014631,0.7651386624780844,0.8072709163346613,0.6177591463414634,0.6999136442141624,0.8310760167429466,0.822368223940419,64
2026-06-01T08:08:09.980185+00:00,42,dl_baseline,7,0.12728494818898498,0.11985489888950014,0.7634110424166777,0.7527754056362084,0.671875,0.7100281917035843,0.8327530874032019,0.8240729465322999,64
2026-06-01T08:08:14.290202+00:00,42,dl_baseline,8,0.12639851796343393,0.12045043555047533,0.7607296542136041,0.7795497185741088,0.6333841463414634,0.6989066442388562,0.8314867351093345,0.8226493289521148,64
2026-06-01T08:08:18.574020+00:00,42,dl_baseline,9,0.1258079881214607,0.11932744770782072,0.7641288356452292,0.7632042253521126,0.6608231707317073,0.7083333333333334,0.8331122585275734,0.8238955967339231,64
2026-06-01T08:08:22.957931+00:00,42,dl_baseline,10,0.1257312397694132,0.1195594126458252,0.7607556055584174,0.753134457414613,0.6638719512195121,0.7056917156167714,0.8314521355946933,0.8235979307797252,64
2026-06-01T08:08:27.402675+00:00,42,dl_baseline,11,0.1248949300972722,0.11871633953554998,0.7691245218869529,0.774798927613941,0.6608231707317073,0.7132867132867133,0.8346121072552769,0.8263091022104294,64
2026-06-01T08:08:31.785424+00:00,42,dl_baseline,12,0.12539229827436243,0.11879014081494328,0.7688701772024632,0.7845303867403315,0.649390243902439,0.7105921601334445,0.8355947234130893,0.826735273840585,64
2026-06-01T08:08:36.262160+00:00,42,dl_baseline,13,0.1243869604777713,0.1187119154788469,0.7679482329811926,0.7707317073170732,0.6623475609756098,0.7124410739905719,0.8370372918396642,0.8272029309043962,64
2026-06-01T08:08:41.159131+00:00,42,dl_baseline,14,0.12324302619858404,0.11997709267739477,0.7610222648049518,0.746723044397463,0.6730182926829268,0.7079575065143315,0.8329612879709557,0.8228552317714914,64
2026-06-01T08:08:45.666256+00:00,42,dl_baseline,15,0.12346387823085449,0.124483588039085,0.7572972668042466,0.8781973203410475,0.5495426829268293,0.6760431317393343,0.8359193453128118,0.8264559614605156,64
2026-06-01T08:08:50.434118+00:00,42,dl_baseline,16,0.12304077812936765,0.12169913954785364,0.7638688877283561,0.8147013782542113,0.6082317073170732,0.6964870172376173,0.8299015442648487,0.8216967578016775,64
2026-06-01T08:08:55.154615+00:00,42,dl_baseline,17,0.1227678586277729,0.11806318064422257,0.7737221656636603,0.7896425297891843,0.6566310975609756,0.7170203911776946,0.8383482010666305,0.8298848206856181,64
2026-06-01T08:08:59.818198+00:00,42,dl_baseline,18,0.12286319846813801,0.11896776986878692,0.7737590832601813,0.8080077182826821,0.6383384146341463,0.7132212050244837,0.8397526496791096,0.8300649178344247,64
2026-06-01T08:09:04.622484+00:00,42,dl_baseline,19,0.12235726087143071,0.11870853204739627,0.7648250977925932,0.7344497607655502,0.7019817073170732,0.7178487918939984,0.8403680986037889,0.8306114629860187,64
2026-06-01T08:09:09.769411+00:00,42,dl_baseline,20,0.1219625167260573,0.11783071976220684,0.7672767697418861,0.7533670033670034,0.6821646341463414,0.716,0.8411217444270643,0.8310782050776666,64
