backend,input_dim,selected_components,explained_variance_retained,variance_target,variance_minimum,target_dim_min,target_dim_max,n_components_at_target,n_components_at_minimum,variance_at_target_dim_min,variance_at_target_dim_max,max_available_components,selection_reason,fit_elapsed_seconds,scaler_status,reducer_path,scaler_path,backend_errors
pca,777,400,0.9510304372815881,0.98,0.95,300,400,549,397,0.9171658954583108,0.9510304372815881,777,target_requires_above_preferred_range_but_target_max_meets_minimum,5.235,fit_train_only,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/pca/pca_or_svd.joblib,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/pca/pca_scaler.joblib,[]
