generated_at_utc,seed,trial,status,objective,best_val_macro_f1,best_val_precision_fake,best_val_roc_auc,best_val_objective_score,elapsed_sec,pso_subset_ratio,pso_subset_rows,model_variant,learning_rate,dropout,cnn_filters,kernel_size,lstm_hidden,attention_dim,focal_gamma,batch_size,component_block_weights
2026-06-01T08:28:37.750484+00:00,42,78,ok,-0.7898248864867639,0.7641338910881693,0.7987298485588666,0.8267065707696862,0.7898248864867639,14.357522010803223,0.2,5984,pso_trial_078,0.00030901931194934044,0.10842349042168689,160,7,96,96,1.5324490509646138,48,"[1.3903958654825819, 1.3400988477567712, 0.6, 1.3681110295758898]"
2026-06-01T08:28:52.766693+00:00,42,79,ok,-0.7878328375518564,0.7641009520399724,0.7880512091038406,0.827240399037007,0.7878328375518564,14.357017993927002,0.2,5984,pso_trial_079,0.0004518333044272409,0.14545034307303029,160,7,96,96,1.8766081340142724,48,"[1.3601392668406098, 1.3326926194405624, 0.6, 1.3097744164415823]"
2026-06-01T08:29:07.153129+00:00,42,80,ok,-0.7914969672391774,0.7642661941267137,0.8104838709677419,0.8242236532742404,0.7914969672391774,13.90933084487915,0.2,5984,pso_trial_080,0.00031883346563047827,0.1,160,7,96,64,1.6426862689029622,48,"[1.4165756188515375, 1.3668815024192835, 0.6, 1.3718498366785208]"
2026-06-01T08:29:20.501313+00:00,42,81,ok,-0.7833716814048024,0.7599908016408814,0.7921951219512195,0.8164575206470592,0.7833716814048024,12.740350246429443,0.2,5984,pso_trial_081,0.00045009610789550366,0.12639022620524665,128,5,96,96,1.9501641294689012,48,"[1.332954156918863, 0.8069465472838803, 1.0168504827904354, 1.3433672879142735]"
2026-06-01T08:29:35.010762+00:00,42,82,ok,-0.7793648233850585,0.765110094403991,0.7459593866556155,0.8253929961731328,0.7793648233850585,13.921387434005737,0.2,5984,pso_trial_082,0.00031044286059578156,0.10609499711574033,160,7,96,64,1.6188618496025133,48,"[1.3593884800827287, 1.4080511137546088, 0.6037902961792205, 1.3898976763739757]"
2026-06-01T08:29:49.885827+00:00,42,83,ok,-0.7910344560656024,0.7643454109972991,0.8042616451932606,0.8266980717610026,0.7910344560656024,14.285990476608276,0.2,5984,pso_trial_083,0.0003215465648574648,0.10538065573493607,160,7,96,96,1.714794977347289,48,"[1.371459355199649, 1.3841499324998403, 0.6, 1.399189649346674]"
2026-06-01T08:30:04.796491+00:00,42,84,ok,-0.7917960225596838,0.7662583218789658,0.8023483365949119,0.8273239810040618,0.7917960225596838,14.265159368515015,0.2,5984,pso_trial_084,0.00032543979995710887,0.10802347820393315,160,7,96,96,1.6648251434015697,48,"[1.358646308784656, 1.3888582407153278, 0.6084986570744113, 1.398481848821679]"
2026-06-01T08:30:19.188478+00:00,42,85,ok,-0.7832489249251577,0.7616313489720621,0.785544460294817,0.8177478612672111,0.7832489249251577,13.887565612792969,0.2,5984,pso_trial_085,0.00042404312662713584,0.10961004512197972,160,5,96,64,1.704089975103878,48,"[1.0976340816608086, 1.480910875924142, 0.8091992528392576, 1.4390973340245876]"
2026-06-01T08:30:33.841460+00:00,42,86,ok,-0.7881744777197606,0.7621149623123034,0.799901185770751,0.8237891980315291,0.7881744777197606,13.973247051239014,0.2,5984,pso_trial_086,0.0003316537232928613,0.11170153327838993,160,7,96,64,1.713768900110477,48,"[1.3440700592638029, 1.3782480314671035, 0.6, 1.4440116569601895]"
2026-06-01T08:30:47.201232+00:00,42,87,ok,-0.7890568933104473,0.7618043789616593,0.8075757575757576,0.8221318410482205,0.7890568933104473,12.792357683181763,0.2,5984,pso_trial_087,0.0004619418652736147,0.12440275482005507,128,7,96,96,2.1040404420410868,48,"[1.1944976837568377, 1.3437775321959997, 0.6, 1.429528539291691]"
2026-06-01T08:31:02.244812+00:00,42,88,ok,-0.7907996872949634,0.7643454109972991,0.8042616451932606,0.825915509192206,0.7907996872949634,14.35019564628601,0.2,5984,pso_trial_088,0.00029573951547108183,0.10499177391685864,160,7,96,96,1.5608632595709875,48,"[1.3619289304533284, 1.351342086913472, 0.6063861500046978, 1.3600688231867077]"
2026-06-01T08:31:17.187773+00:00,42,89,ok,-0.7899607303944396,0.7648557270980566,0.7966101694915254,0.8273694431570207,0.7899607303944396,14.42607569694519,0.2,5984,pso_trial_089,0.0004099212027312435,0.12235676814120894,160,7,96,96,1.729822057447234,48,"[1.36562516974172, 1.3577383971020456, 0.6, 1.3403407984933478]"
2026-06-01T08:31:31.643593+00:00,42,90,ok,-0.7785320451510472,0.7645701223466873,0.745643153526971,0.8237278442410314,0.7785320451510472,13.939438104629517,0.2,5984,pso_trial_090,0.0003349092561164847,0.1012708037217383,160,7,96,64,1.6474024968772063,48,"[1.394420445838371, 1.3605691515145415, 0.6, 1.3796006792484818]"
