generated_at_utc,seed,trial,status,objective,best_val_macro_f1,best_val_precision_fake,best_val_roc_auc,best_val_objective_score,elapsed_sec,pso_subset_ratio,pso_subset_rows,model_variant,learning_rate,dropout,cnn_filters,kernel_size,lstm_hidden,attention_dim,focal_gamma,batch_size,component_block_weights
2026-06-01T08:26:05.418367+00:00,42,68,ok,-0.7835687226381626,0.7602033858347317,0.7764322310200279,0.8272686117226373,0.7835687226381626,15.12334156036377,0.2,5984,pso_trial_068,0.0003646638038574492,0.12050342696172776,192,7,96,96,1.5276276762074157,48,"[1.4060526938467492, 1.3387358466657615, 0.6, 1.39684745434254]"
2026-06-01T08:26:20.361094+00:00,42,69,ok,-0.7833440457969666,0.7616631571341785,0.7736455463728191,0.8259445265177117,0.7833440457969666,14.326125144958496,0.2,5984,pso_trial_069,0.0004938665328818037,0.18292134976173358,160,7,96,96,2.0244330251616165,48,"[1.3477032558704876, 1.3227979961499785, 0.6, 1.302915158331752]"
2026-06-01T08:26:34.854837+00:00,42,70,ok,-0.7911654244568627,0.7644454389435043,0.8092369477911646,0.8236510514229252,0.7911654244568627,14.01240611076355,0.2,5984,pso_trial_070,0.00030445597014456855,0.1,160,7,96,64,1.64342097715599,48,"[1.3994858239478063, 1.3858274460010997, 0.6030582371648762, 1.382671749634016]"
2026-06-01T08:26:56.148082+00:00,42,71,ok,-0.7838551614005179,0.7589547661765215,0.7976131277971159,0.8161838425094464,0.7838551614005179,20.77968120574951,0.2,5984,pso_trial_071,0.0005198489915607705,0.1269112194953029,128,5,128,96,1.9851299264240214,48,"[1.295156645402167, 0.7305927701138737, 1.062293869386604, 1.3180147160832756]"
2026-06-01T08:27:10.904149+00:00,42,72,ok,-0.7899511545286797,0.7644174629083423,0.8023656973878758,0.8242309453231111,0.7899511545286797,14.03598165512085,0.2,5984,pso_trial_072,0.00029772945804121774,0.11107532452931976,160,7,96,64,1.6696270356081786,48,"[1.3582789324367506, 1.4293722337789159, 0.6, 1.2482996683629928]"
2026-06-01T08:27:25.703233+00:00,42,73,ok,-0.7881408685052541,0.7635537954238176,0.7943880019351718,0.8249545680210366,0.7881408685052541,14.196568250656128,0.2,5984,pso_trial_073,0.00026853299400468123,0.1,160,7,96,96,1.7621090289558776,48,"[1.379727610473286, 1.4215702697774997, 0.6, 1.4060859394141907]"
2026-06-01T08:27:40.584296+00:00,42,74,ok,-0.7909079816287663,0.76400779697294,0.8037661050545094,0.8271695404379815,0.7909079816287663,14.259113550186157,0.2,5984,pso_trial_074,0.00033223891129085126,0.10964721268711768,160,7,96,96,1.7014842650033446,48,"[1.3441875623622732, 1.3922265621047103, 0.6, 1.342471130287033]"
2026-06-01T08:27:55.172160+00:00,42,75,ok,-0.7879436273513636,0.763089187016927,0.7947598253275109,0.8248235625913266,0.7879436273513636,13.944186449050903,0.2,5984,pso_trial_075,0.000377977576258904,0.11846679544456815,160,7,96,64,1.6969291522210859,48,"[1.019664783559721, 1.4835824877210442, 0.844335901879598, 1.4351751404857427]"
2026-06-01T08:28:09.737875+00:00,42,76,ok,-0.7915566849186105,0.7651236945158799,0.8059553349875931,0.8260125688771733,0.7915566849186105,13.997577667236328,0.2,5984,pso_trial_076,0.00034555722889656574,0.11405920178998807,160,7,96,64,1.6566578525697406,48,"[1.3422276538385394, 1.378196221105188, 0.6345786545082931, 1.452422659419166]"
2026-06-01T08:28:22.742619+00:00,42,77,ok,-0.7841344488512608,0.7630964138655507,0.786628733997155,0.8175349837301816,0.7841344488512608,12.444218635559082,0.2,5984,pso_trial_077,0.0005240809810212315,0.12414226991762312,128,7,96,64,1.9864336082111713,48,"[1.2498383901836578, 1.3414114167462396, 0.6, 1.40165083788883]"
