generated_at_utc,seed,split,model_variant,ablation_variant,removed_component,evidence_type,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,probability_path,notes,controlled_train_rows,controlled_feature_dim,controlled_train_mode,controlled_reference_variant,controlled_delta_macro_f1,controlled_reference_macro_f1,controlled_delta_precision_fake,controlled_reference_precision_fake,controlled_delta_roc_auc,controlled_reference_roc_auc,controlled_delta_pr_auc,controlled_reference_pr_auc
2026-06-11T12:25:50.704880+00:00,42,test,phase5_weighted_blend,Full Model,none,direct_artifact,0.5,default_0.5,0.945891158584126,0.9433195044611249,0.9698720594304581,0.895579268292683,0.9312462849217357,3789,2624,0.976899895557744,0.9770178644072527,0.047739852145894726,3716,73,274,2350,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/phase5_weighted_blend_test_prob.npy,Headline phase5_weighted_blend; dual-threshold audit is exported separately.,,,,,,,,,,,,
2026-06-11T12:25:50.722442+00:00,42,test,phase5_xgb_raw,Model A,cnn_sequence_branch,direct_artifact_branch_level,0.5,default_0.5,0.9117417745205052,0.905937818420417,0.9685792349726776,0.8105945121951219,0.8825726141078838,3789,2624,0.9530633444695493,0.9543128760571439,0.0698251954982512,3720,69,497,2127,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/phase5_xgb_raw_test_prob.npy,XGB raw tabular branch only; contrasts with full CNN+XGB weighted blend.,,,,,,,,,,,,
2026-06-11T12:30:27.955317+00:00,42,test,controlled_lightgbm_raw_no_pca,Model B,PCA,controlled_lightgbm,0.5,default_0.5,0.9114299079993763,0.9058212477051164,0.9622302158273381,0.8155487804878049,0.8828382838283828,3789,2624,0.9523767352058912,0.9539607505534882,0.07040728028651154,3705,84,484,2140,,Raw fused feature LightGBM without PCA; estimated loaded train+test memory 107.7 MB.; train_mode=full_train; train_seconds=176.63,29923.0,777.0,full_train,controlled_lightgbm_pca_all9,0.03969097161071411,0.8661302760944023,0.05871754352853864,0.9035126722987995,0.031997460154233326,0.9203792750516578,0.044114002073290526,0.9098467484801976
2026-06-11T12:32:15.307475+00:00,42,test,controlled_lightgbm_bert_basic5_no_advanced,Model C,advanced_behavioral_features,controlled_lightgbm,0.5,default_0.5,0.8758771245906752,0.8683960969279529,0.904424778761062,0.7789634146341463,0.8370188370188371,3789,2624,0.9243558053157728,0.9169565104281798,0.09585771030169386,3573,216,580,2044,,"Removed advanced behavioral features; {'bert_dim': 768, 'basic_behavioral_features': ['basic_char_len_log', 'basic_word_count_log', 'basic_rating_deviation', 'basic_sentiment_compound', 'basic_verified_purchase'], 'kept_behavioral_indices': [0, 1, 2, 3, 4], 'selected_feature_dim': 773, 'note': 'basic behavioral columns selected from Phase 2 metadata'}; reducer={'reducer': 'PCA_randomized', 'fit_policy': 'fit train only; transform val/test', 'output_dim': 400, 'explained_variance_retained': 0.9509715437889099}; train_mode=full_train; train_seconds=95.57",29923.0,400.0,full_train,controlled_lightgbm_pca_all9,0.002265820833550647,0.8661302760944023,0.0009121064622624742,0.9035126722987995,0.00397653026411493,0.9203792750516578,0.007109761947982185,0.9098467484801976
2026-06-11T12:32:15.579058+00:00,42,test,phase5_cnn_bilstm_sequence,Model D,tabular_blend_branch,direct_artifact,0.5,default_0.5,0.9370029627319507,0.9342902997710301,0.9465004022526147,0.8967225609756098,0.9209393346379647,3789,2624,0.9725819968265004,0.9701855534781033,0.05113368057379208,3656,133,271,2353,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/phase5_cnn_bilstm_sequence_test_prob.npy,CNN-BiLSTM sequence branch only; contrasts with full weighted blend.,,,,,,,,,,,,
2026-06-11T12:32:15.591093+00:00,42,test,dl_baseline,Model E,PSO_PCA_advanced_behavioral_ensemble_nearest_available_baseline,direct_artifact_nearest_baseline,0.5,default_0.5,0.7813815686886013,0.76646035442857,0.7818265682656826,0.6459603658536586,0.7074290484140233,3789,2624,0.8389368957154535,0.8241626956851462,0.18199955262497391,3316,473,929,1695,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/dl_baseline_test_prob.npy,Nearest available baseline from Phase 4; it removes PSO and ensemble but still uses Phase 3 PCA and all 9 behavioral features. Do not overclaim it as a full no-PCA/no-advanced retrain.,,,,,,,,,,,,
