generated_at_utc,seed,split,model_variant,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,probability_path,target_precision_fake,target_met_on_validation,selection_rule
2026-06-01T08:40:14.400786+00:00,42,train,final_ensemble,0.5,default_0.5,0.9140460515322661,0.9086367215905247,0.9652751058099269,0.8194512493875551,0.8864057945411182,17677,12246,0.9783729222341742,0.9719935337365255,0.0685224178880717,17316,361,2211,10035,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_train_prob.npy,,,
2026-06-01T08:40:14.420698+00:00,42,train,final_ensemble,0.79,optimized_precision_fake,0.8409250409384086,0.820821576464911,0.9890253462241965,0.618161032173771,0.7608040201005025,17677,12246,0.9783729222341742,0.9719935337365255,0.0685224178880717,17593,84,4676,7570,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_train_prob.npy,0.975,True,validation_precision_target_then_macro_f1_roc_auc
2026-06-01T08:40:14.438682+00:00,42,val,final_ensemble,0.5,default_0.5,0.869951660689225,0.8605276251392522,0.9217719132893497,0.7454268292682927,0.8242730720606827,3789,2624,0.9152264618697256,0.9077942037380226,0.10364497833787081,3623,166,668,1956,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_val_prob.npy,,,
2026-06-01T08:40:14.447626+00:00,42,val,final_ensemble,0.79,optimized_precision_fake,0.8172462186184313,0.791357349960115,0.9745098039215686,0.5682164634146342,0.7178623013962446,3789,2624,0.9152264618697256,0.9077942037380226,0.10364497833787081,3750,39,1133,1491,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_val_prob.npy,0.975,True,validation_precision_target_then_macro_f1_roc_auc
2026-06-01T08:40:14.456536+00:00,42,test,final_ensemble,0.5,default_0.5,0.8655855293934196,0.8558200139130405,0.9155660377358491,0.7397103658536586,0.8182967959527825,3789,2624,0.9115005769267905,0.9011663722431864,0.10592149026501216,3610,179,683,1941,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_test_prob.npy,,,
2026-06-01T08:40:14.465725+00:00,42,test,final_ensemble,0.79,optimized_precision_fake,0.812256354280368,0.785981867953376,0.9604409857328146,0.5644054878048781,0.7109937590014402,3789,2624,0.9115005769267905,0.9011663722431864,0.10592149026501216,3728,61,1143,1481,/content/drive/MyDrive/BaoMatCuoiKy/Fake_reviews/artifacts/predictions/final_ensemble_test_prob.npy,0.975,True,validation_precision_target_then_macro_f1_roc_auc
