generated_at_utc,seed,split,model_variant,threshold,threshold_strategy,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,support_real,support_fake,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,base_models,weights_json,candidate_type
2026-06-10T09:37:42.812280+00:00,123,val,phase5_weighted_blend_phase5_cnn_bilstm_sequence+phase5_xgb_raw_0.50_0.50,0.5,default_0.5,0.9493216903165446,0.9470725237649569,0.9659505472233482,0.9081554878048781,0.9361618542526027,3789,2624,0.9767885535149887,0.9767520584110794,0.04732816158595081,3705,84,241,2383,phase5_cnn_bilstm_sequence+phase5_xgb_raw,"{""phase5_cnn_bilstm_sequence"": 0.5, ""phase5_xgb_raw"": 0.5}",weighted_blend
2026-06-10T09:37:44.745388+00:00,123,val,phase5_weighted_blend_phase5_cnn_bilstm_sequence+phase5_lgbm_raw+phase5_xgb_raw_0.50_0.00_0.50,0.5,default_0.5,0.9493216903165446,0.9470725237649569,0.9659505472233482,0.9081554878048781,0.9361618542526027,3789,2624,0.9767885535149887,0.9767520584110794,0.04732816158595081,3705,84,241,2383,phase5_cnn_bilstm_sequence+phase5_lgbm_raw+phase5_xgb_raw,"{""phase5_cnn_bilstm_sequence"": 0.5, ""phase5_lgbm_raw"": 0.0, ""phase5_xgb_raw"": 0.5}",weighted_blend
2026-06-10T09:37:42.648220+00:00,123,val,phase5_weighted_blend_phase5_cnn_bilstm_sequence+phase5_lgbm_raw_0.60_0.40,0.5,default_0.5,0.9437080929362233,0.9411541801997083,0.9612719119445576,0.8986280487804879,0.9288950167421706,3789,2624,0.9773924357414596,0.9763688399342788,0.047030570027339666,3694,95,266,2358,phase5_cnn_bilstm_sequence+phase5_lgbm_raw,"{""phase5_cnn_bilstm_sequence"": 0.6, ""phase5_lgbm_raw"": 0.4}",weighted_blend
2026-06-10T09:37:42.910061+00:00,123,val,phase5_weighted_blend_phase5_lgbm_raw+phase5_xgb_raw_0.00_1.00,0.5,default_0.5,0.909714642133167,0.9036575036315313,0.9688216414488766,0.8052591463414634,0.8795005202913632,3789,2624,0.9546422490650085,0.9542491943507873,0.07042670788596016,3721,68,511,2113,phase5_lgbm_raw+phase5_xgb_raw,"{""phase5_lgbm_raw"": 0.0, ""phase5_xgb_raw"": 1.0}",weighted_blend
