row_id,basic_char_len_log,basic_word_count_log,basic_rating_deviation,basic_sentiment_compound,basic_verified_purchase,adv_review_velocity_30d,adv_product_burst_7d,adv_reviewer_behavior_score,adv_time_gap_hours_log
2569,5.8289456,4.1271343,1.0645658,0.9704,1.0,0.0,0.0,0.45843264,8.157623
2570,3.713572,2.1972246,1.0645658,0.9081,1.0,0.0,0.0,-0.06442058,8.157623
2571,6.075346,4.3307333,0.06456572,0.1851,1.0,0.0,0.0,-0.2013438,8.157623
2572,5.3612924,3.713572,1.0645658,0.9001,1.0,0.0,0.0,0.3136728,8.157623
2573,6.0844994,4.477337,1.0645658,0.9043,1.0,0.0,0.0,0.48360267,8.157623
2574,5.484797,3.6635616,1.0645658,0.9044,1.0,0.0,0.0,0.34454122,8.157623
2575,4.983607,3.4339871,1.0645658,0.8692,1.0,0.0,0.0,0.21011515,8.157623
2576,5.521461,3.9512436,1.0645658,0.9199,1.0,0.0,0.0,0.36104494,8.157623
2577,5.7037826,4.1431346,0.9354343,0.8568,1.0,0.0,0.0,0.3305276,8.157623
2578,5.31812,3.6635616,2.9354343,0.3612,1.0,0.0,0.0,0.60867375,8.157623
2579,4.7004805,2.9957323,0.9354343,0.7269,1.0,0.0,0.0,0.0307568,8.157623
2580,4.406719,2.8903718,0.9354343,0.7496,1.0,0.0,0.0,-0.02567269,8.157623
2581,3.8501475,2.0794415,0.06456572,0.5927,1.0,0.0,0.0,-0.5071819,8.157623
2582,3.4339871,1.7917595,2.9354343,-0.4215,1.0,0.0,0.0,-0.23229997,8.157623
2583,4.4308167,2.944439,2.9354343,-0.6987,1.0,0.0,0.0,-0.14411399,8.157623
2584,6.042633,4.4308167,0.06456572,0.8945,0.0,0.0,0.0,0.1571526,8.157623
2585,4.5849676,2.944439,1.0645658,0.9427,1.0,0.0,0.0,0.15557237,8.157623
2586,3.7841897,2.0794415,1.0645658,0.4574,1.0,0.0,0.0,-0.28062254,8.157623
2587,2.8332133,1.3862944,1.0645658,0.6369,1.0,0.0,0.0,-0.40858987,8.157623
2588,4.317488,2.6390574,1.0645658,0.7712,1.0,0.0,0.0,0.0050228215,8.157623
2589,4.890349,3.2580965,1.0645658,0.3506,1.0,0.0,0.0,-0.0791406,8.157623
2590,3.0445225,1.3862944,2.9354343,-0.7351,1.0,0.0,0.0,-0.48447698,8.157623
2591,3.295837,1.9459101,2.9354343,0.0,1.0,0.0,0.0,-0.046832222,8.157623
2592,4.465908,2.8332133,1.0645658,0.6554,1.0,0.0,0.0,-0.020306606,8.157623
2593,5.5947113,3.9702919,2.9354343,-0.6865,1.0,0.0,0.0,0.13217054,8.157623
2594,4.9698133,3.218876,1.0645658,0.9508,0.0,0.0,0.0,0.24902509,8.157623
2595,4.2341065,2.6390574,1.0645658,0.565,1.0,0.0,0.0,-0.12072844,8.157623
2596,4.7095304,3.0910425,1.0645658,0.9501,1.0,0.0,0.0,0.18828596,8.157623
2597,5.560682,3.9318256,0.06456572,0.7831,1.0,0.0,0.0,-0.012133484,8.157623
2598,4.204693,2.7725887,1.0645658,0.6597,1.0,0.0,0.0,-0.07868178,8.157623
2599,2.8332133,1.609438,2.9354343,-0.4215,1.0,0.0,1.0,-0.37166154,8.157623
2600,4.543295,2.9957323,2.9354343,0.5523,1.0,0.0,0.0,0.52755433,8.157623
2601,4.890349,3.4011974,0.9354343,0.3291,1.0,0.0,0.0,-0.13048346,8.157623
2602,5.4722705,3.8501475,0.9354343,0.3291,1.0,0.0,0.0,0.0045049307,8.157623
2603,5.855072,4.189655,1.0645658,0.9517,1.0,0.0,0.0,0.45484304,8.157623
2604,7.3907986,5.786897,0.06456572,0.907,1.0,0.0,0.0,0.4763373,8.157623
2605,2.7080503,1.3862944,2.9354343,-0.4215,1.0,0.0,0.0,-0.40069562,8.157623
2606,4.9904327,3.4011974,1.0645658,0.91,1.0,0.0,0.0,0.23275337,8.157623
2607,4.9904327,3.4339871,0.06456572,0.9097,1.0,0.0,0.0,-0.07908245,8.157623
2608,6.249975,4.59512,0.9354343,0.9118,1.0,0.0,0.0,0.48561066,8.157623
2609,3.8286414,2.3025851,0.06456572,0.0,1.0,0.0,0.0,-0.8180327,8.157623
2610,4.9767337,3.3322046,1.0645658,0.9306,0.0,0.0,0.0,0.24020624,8.157623
2611,5.8230457,4.158883,0.06456572,0.857,1.0,0.0,0.0,0.08686317,8.157623
2612,5.32301,3.6635616,1.0645658,0.8349,1.0,0.0,0.0,0.27114612,8.157623
2613,3.988984,2.4849067,1.0645658,0.0,0.0,0.0,0.0,-0.46915698,8.157623
2614,5.241747,3.6109178,0.06456572,0.5854,1.0,0.0,0.0,-0.18813959,8.157623
2615,5.32301,3.713572,1.0645658,0.9381,1.0,0.0,0.0,0.32440233,8.157623
2616,4.9972124,3.3672957,0.06456572,0.7684,1.0,0.0,0.0,-0.15042743,8.157623
2617,4.553877,2.7080503,1.0645658,0.5538,1.0,0.0,0.0,-0.05233102,8.157623
2618,6.216606,4.5849676,2.9354343,0.9307,1.0,0.0,1.0,1.1109853,8.157623
2619,3.4965076,2.0794415,1.0645658,0.5719,1.0,0.0,0.0,-0.2882686,8.157623
2620,4.8202815,3.1780539,1.0645658,0.9246,1.0,0.0,0.0,0.20081772,8.157623
2621,4.060443,2.5649493,1.0645658,0.4588,1.0,0.0,0.0,-0.21581754,8.157623
2622,5.4293456,3.8066626,0.06456572,0.6757,1.0,0.0,0.0,-0.09802313,8.157623
2623,4.1743875,2.7725887,1.0645658,-0.2481,1.0,0.0,0.0,-0.5541806,8.157623
2624,5.6801724,4.0775375,1.0645658,0.7506,1.0,0.0,0.0,0.31049427,8.157623
2625,5.32301,3.637586,1.0645658,0.5569,1.0,0.0,0.0,0.12768461,8.157623
2626,5.826,4.1743875,2.9354343,0.6652,1.0,0.0,0.0,0.8833655,8.157623
2627,2.9957323,1.3862944,1.0645658,0.807,1.0,0.0,0.0,-0.28311047,8.157623
2628,4.9698133,3.465736,2.9354343,0.8257,1.0,0.0,0.0,0.7675816,8.157623
2629,3.8918202,2.3978953,1.0645658,-0.3164,1.0,0.0,0.0,-0.65497386,8.157623
2630,2.8903718,1.609438,2.9354343,-0.4215,1.0,0.0,0.0,-0.3584025,8.157623
2631,6.1312265,4.6051702,0.06456572,0.931,1.0,0.0,0.0,0.19653945,8.157623
2632,4.890349,3.1780539,1.0645658,0.6946,1.0,0.0,0.0,0.09838012,8.157623
2633,4.89784,3.1354942,2.9354343,0.7627,1.0,0.0,0.0,0.71837485,8.157623
2634,3.7841897,2.1972246,2.9354343,0.25,1.0,0.0,0.0,2.0214872,9.221214
2635,3.0445225,1.3862944,1.0645658,0.0,1.0,0.0,0.0,-0.6882438,8.157623
2636,3.295837,1.7917595,1.0645658,0.7579,1.0,0.0,0.0,-0.23883316,8.157623
2637,4.0775375,2.3978953,1.0645658,0.5719,1.0,0.0,0.0,-0.15348704,8.157623
2638,4.762174,3.1354942,1.0645658,0.2484,1.0,0.0,0.0,-0.16161358,8.157623
2639,2.4849067,1.0986123,1.0645658,0.6588,1.0,0.0,0.0,-0.47808513,8.157623
2640,3.1780539,1.609438,2.9354343,0.0,1.0,0.0,0.0,-0.07415436,8.157623
2641,4.060443,2.6390574,2.9354343,-0.5267,1.0,0.0,0.0,-0.14126927,8.157623
2642,5.3375382,3.713572,1.0645658,0.5805,1.0,0.0,0.0,0.14323343,8.157623
2643,4.158883,2.4849067,1.0645658,0.6808,0.0,0.0,0.0,-0.078419596,8.157623
2644,4.7361984,3.218876,1.9354342,0.395,1.0,0.0,0.0,0.17944679,8.157623
2645,6.7393365,5.0875964,1.0645658,0.9318,1.0,0.0,0.0,0.64969665,8.157623
2646,4.0943446,2.5649493,1.0645658,0.8779,1.0,0.0,0.0,0.008322579,8.157623
2647,4.6151204,2.9957323,1.9354342,0.6249,1.0,0.0,0.0,0.26999992,8.157623
2648,3.4339871,1.609438,2.9354343,0.3412,1.0,0.0,0.0,0.16129032,8.157623
2649,4.3438053,2.7725887,2.9354343,-0.5256,1.0,0.0,0.0,-0.07497001,8.157623
2650,4.836282,3.3322046,2.9354343,-0.8727,1.0,0.0,0.0,-0.13985066,8.157623
2651,4.204693,2.3978953,0.06456572,0.7351,1.0,0.0,0.0,-0.3514527,8.157623
2652,4.7791233,3.295837,2.9354343,0.5714,1.0,0.0,0.0,0.5921161,8.157623
2653,4.934474,3.4011974,1.0645658,0.8978,1.0,0.0,0.0,0.21347684,8.157623
2654,4.59512,2.8903718,2.9354343,0.3612,1.0,0.0,0.0,0.44095933,8.157623
2655,5.5134287,3.6635616,1.9354342,-0.3408,0.0,0.0,0.0,-0.019967595,8.157623
2656,5.214936,3.5553482,1.0645658,0.9872,1.0,0.0,1.0,0.32467034,8.157623
2657,2.8332133,1.609438,0.9354343,0.2732,1.0,0.0,0.0,-0.63652456,8.157623
2658,6.58755,4.983607,0.06456572,0.6962,1.0,0.0,0.0,0.18122464,8.157623
2659,3.4339871,2.0794415,2.9354343,-0.4767,1.0,0.0,0.0,-0.26078585,8.157623
2660,5.645447,3.988984,2.9354343,0.7562,1.0,0.0,0.0,0.888443,8.157623
2661,5.4026775,3.713572,1.0645658,0.9393,1.0,0.0,0.0,0.34350204,8.157623
2662,3.465736,1.7917595,2.9354343,-0.6711,1.0,0.0,0.0,-0.35374096,8.157623
2663,5.062595,3.5263605,1.0645658,0.8012,0.0,0.0,0.0,0.1933468,8.157623
2664,5.572154,3.988984,1.9354342,-0.7171,1.0,0.0,0.0,-0.20053418,8.157623
2665,2.944439,1.3862944,1.0645658,0.4215,1.0,0.0,0.0,-0.49394572,8.157623
2666,6.1092477,4.4188404,0.06456572,0.923,0.0,0.0,0.0,0.1873126,8.157623
2667,4.955827,3.3322046,1.0645658,0.3818,1.0,0.0,0.0,-0.047850966,8.157623
2668,5.31812,3.6888795,1.0645658,0.9209,1.0,0.0,0.0,0.31439197,8.157623
2669,4.4886365,2.944439,1.0645658,0.5099,1.0,0.0,0.0,-0.09011941,8.157623
2670,4.7004805,3.0910425,1.0645658,0.3818,1.0,0.0,0.0,-0.10708376,8.157623
2671,6.0730443,4.477337,0.06456572,0.9058,0.0,0.0,0.0,0.17003855,8.157623
2672,3.583519,1.9459101,1.0645658,0.6249,1.0,0.0,0.0,-0.24073398,8.157623
2673,5.1119876,3.4965076,2.9354343,0.4109,1.0,0.0,0.0,0.5865048,8.157623
2674,5.6240177,3.988984,1.9354342,0.09,1.0,0.0,0.0,0.22799943,8.157623
2675,3.5263605,2.0794415,1.0645658,0.4404,1.0,0.0,0.0,-0.349204,8.157623
2676,4.0253515,2.3978953,2.9354343,-0.3818,1.0,0.0,0.0,-0.07463396,8.157623
2677,3.0445225,1.609438,2.9354343,0.0,1.0,0.0,0.0,-0.10512965,8.157623
2678,2.9957323,1.0986123,1.0645658,0.6115,1.0,0.0,0.0,-0.38399798,8.157623
2679,5.1817837,3.637586,2.9354343,-0.6467,1.0,0.0,0.0,0.056922365,8.157623
2680,7.586296,5.9687076,0.06456572,0.9762,0.0,0.0,0.0,0.55739754,8.157623
2681,3.2580965,1.609438,1.0645658,0.3612,1.0,0.0,0.0,-0.45230427,8.157623
2682,5.4722705,3.8501475,1.0645658,0.9674,1.0,0.0,0.0,0.37414658,8.157623
2683,3.8066626,2.1972246,1.0645658,0.8622,1.0,0.0,0.0,-0.066513024,8.157623
2684,2.8903718,1.3862944,1.0645658,0.6696,0.0,0.0,0.0,-0.37845603,8.157623
2685,4.3307333,2.6390574,1.0645658,0.8516,1.0,0.0,0.0,0.049585626,8.157623
2686,4.9698133,3.465736,1.0645658,0.8555,0.0,0.0,0.0,0.19984566,8.157623
2687,5.0875964,3.6109178,1.0645658,0.8481,0.0,0.0,0.0,0.22334903,8.157623
2688,4.9272537,3.3322046,1.9354342,0.0,1.0,0.0,0.0,0.01992669,8.157623
2689,6.8554087,5.17615,0.9354343,0.945,0.0,1.0,0.0,11.564994,3.8166127
2690,3.8918202,1.9459101,1.0645658,0.0,1.0,0.0,0.0,-0.49169606,8.157623
2691,4.304065,2.6390574,1.0645658,0.8555,1.0,0.0,0.0,0.04541198,8.157623
2692,3.4965076,1.7917595,1.0645658,0.4927,1.0,0.0,0.0,-0.32913965,8.157623
2693,3.4965076,1.7917595,1.0645658,0.0,1.0,0.0,0.0,-0.5833968,8.157623
2694,5.370638,3.713572,0.9354343,0.0276,1.0,0.0,1.0,-0.17465946,8.157623
2695,2.944439,1.609438,1.0645658,0.8519,1.0,0.0,0.0,-0.2718384,8.157623
2696,3.4011974,1.609438,1.0645658,0.4588,1.0,0.0,0.0,-0.3687428,8.157623
2697,4.1431346,2.7080503,1.0645658,0.4215,1.0,0.0,0.0,-0.21588415,8.157623
2698,5.913503,4.276666,1.9354342,-0.1449,1.0,0.0,0.0,0.17393158,8.157623
2699,3.5553482,1.9459101,1.0645658,0.4877,1.0,0.0,0.0,-0.31807065,8.157623
2700,4.564348,2.8903718,1.0645658,0.9099,1.0,0.0,0.0,0.13386291,8.157623
2701,4.7791233,3.0910425,1.0645658,0.5719,1.0,0.0,0.0,0.009259935,8.157623
2702,3.8501475,2.1972246,1.0645658,0.9231,1.0,0.0,0.0,-0.024998415,8.157623
2703,3.7841897,1.609438,1.0645658,0.5859,1.0,0.0,0.0,-0.21431029,8.157623
2704,4.7095304,3.0445225,0.9354343,0.6221,1.0,0.0,0.0,-0.021225803,8.157623
2705,4.762174,3.0445225,0.06456572,0.6908,1.0,0.0,0.0,-0.24499467,8.157623
2706,3.5263605,2.0794415,0.9354343,0.0,1.0,0.0,0.0,-0.6167196,8.157623
2707,6.0306854,4.304065,1.0645658,0.975,1.0,0.0,0.0,0.507604,8.157623
2708,5.2257466,3.5553482,2.9354343,-0.8069,1.0,0.0,0.0,-0.015550492,8.157623
2709,5.4930615,3.9318256,1.9354342,0.3114,0.0,0.0,0.0,0.31187472,8.157623
2710,3.8066626,2.3978953,0.9354343,0.0,1.0,0.0,1.0,-0.55169797,8.157623
2711,4.0430512,2.3025851,1.0645658,0.5848,1.0,0.0,0.0,-0.15482979,8.157623
2712,4.1743875,2.3978953,1.9354342,-0.0772,1.0,0.0,0.0,-0.19455476,8.157623
2713,4.7095304,3.1354942,2.9354343,-0.5106,1.0,0.0,0.0,0.01760793,8.157623
2714,2.9957323,1.609438,1.0645658,0.7424,1.0,0.0,0.0,-0.3164472,8.157623
2715,5.4467373,3.912023,1.0645658,-0.4209,1.0,0.0,0.0,-0.34820667,8.157623
2716,5.192957,3.637586,0.9354343,-0.3848,1.0,0.0,0.0,-0.42869464,8.157623
2717,5.7776523,4.060443,1.0645658,0.9689,1.0,0.0,0.0,0.44576004,8.157623
2718,4.2195077,2.4849067,1.0645658,0.784,1.0,0.0,0.0,-0.01110028,8.157623
2719,4.727388,3.295837,0.06456572,0.8353,1.0,0.0,0.0,-0.17849499,8.157623
2720,4.744932,2.9957323,1.0645658,0.8605,1.0,0.0,0.0,0.1502602,8.157623
2721,4.9272537,3.295837,0.9354343,0.2263,1.0,0.0,0.0,-0.1749725,8.157623
2722,5.062595,3.4965076,1.0645658,0.8689,1.0,0.0,0.0,0.22828329,8.157623
2723,4.5217886,2.944439,1.0645658,0.8264,1.0,0.0,0.0,0.080900304,8.157623
2724,4.394449,2.5649493,1.0645658,0.9402,1.0,0.0,0.0,0.11008769,8.157623
2725,3.465736,1.7917595,1.0645658,0.6249,1.0,0.0,0.0,-0.26805612,8.157623
2726,5.0689044,3.465736,1.0645658,0.8899,0.0,0.0,0.0,0.24058385,8.157623
2727,6.177944,4.553877,1.0645658,0.8847,1.0,0.0,0.0,0.49516448,8.157623
2728,6.5778613,4.905275,1.0645658,0.986,1.0,0.0,0.0,0.6402091,8.157623
2729,3.4965076,1.9459101,1.0645658,0.0,1.0,0.0,0.0,-0.5833968,8.157623
2730,3.5553482,1.9459101,2.9354343,-0.2755,1.0,0.0,0.0,-0.12880477,8.157623
2731,5.497168,3.8066626,1.0645658,0.9172,1.0,0.0,0.0,0.35401642,8.157623
2732,4.744932,3.0445225,1.0645658,0.1531,1.0,0.0,0.0,-0.2147926,8.157623
2733,6.4661446,4.8441873,1.0645658,0.9117,0.0,1.0,0.0,9.628352,4.7678556
2734,6.156979,4.4188404,2.9354343,-0.8685,1.0,0.0,0.0,0.16867895,8.157623
2735,5.5451775,3.9318256,1.0645658,0.8997,1.0,0.0,0.0,0.3561223,8.157623
2736,6.4264884,4.7184987,1.9354342,0.726,1.0,0.0,0.0,0.7423556,8.157623
2737,3.6109178,2.0794415,2.9354343,0.3612,1.0,0.0,0.0,0.21265392,8.157623
2738,5.31812,3.6635616,0.9354343,-0.5499,1.0,0.0,0.0,-0.48486015,8.157623
2739,4.962845,3.295837,0.9354343,0.0088,1.0,0.0,0.0,-0.27895704,8.157623
2740,6.089045,4.454347,1.0645658,0.9728,1.0,0.0,0.0,0.5200064,8.157623
2741,3.988984,2.0794415,1.0645658,0.5719,1.0,0.0,0.0,-0.17402878,8.157623
2742,6.300786,4.7361984,2.9354343,0.3237,1.0,0.0,0.0,0.817271,8.157623
2743,3.4965076,2.0794415,0.9354343,0.0,1.0,0.0,0.0,-0.6236446,8.157623
2744,4.3694477,2.8332133,0.9354343,-0.1961,1.0,0.0,0.0,-0.5223457,8.157623
2745,4.454347,2.7725887,0.06456572,0.2382,1.0,0.0,0.0,-0.54996485,8.157623
2746,5.4467373,3.9318256,0.06456572,0.7056,1.0,0.0,0.0,-0.078558914,8.157623
2747,3.465736,1.9459101,0.06456572,0.6474,1.0,0.0,0.0,-0.568126,8.157623
2748,5.3844953,3.7376697,2.9354343,0.2585,1.0,0.0,0.0,0.5710726,8.157623
2749,3.4011974,1.7917595,1.0645658,0.0,1.0,0.0,0.0,-0.6055059,8.157623
2750,1.0986123,0.6931472,0.06456572,-0.296,1.0,0.0,0.0,-1.6040682,8.157623
2751,2.944439,1.609438,1.0645658,0.0,1.0,0.0,0.0,-0.7114602,8.157623
2752,5.351858,3.637586,1.0645658,0.7777,1.0,0.0,0.0,0.24832004,8.157623
2753,3.1780539,1.609438,2.9354343,0.0,1.0,0.0,0.0,-0.07415436,8.157623
2754,5.389072,3.7376697,0.06456572,0.7326,1.0,0.0,0.0,-0.078002304,8.157623
2755,5.043425,3.3672957,1.0645658,0.63,1.0,0.0,0.0,0.10055243,8.157623
2756,6.673298,4.9972124,0.06456572,0.9906,1.0,0.0,0.0,0.3530403,8.157623
2757,3.8918202,2.1972246,1.0645658,0.6588,1.0,0.0,0.0,-0.15172325,8.157623
2758,4.7095304,3.1780539,0.06456572,0.7684,0.0,0.0,0.0,1.8699452,8.548563
2759,2.7080503,1.609438,1.0645658,0.6369,1.0,0.0,0.0,-0.43762398,8.157623
2760,5.220356,3.4965076,1.0645658,0.8313,0.0,0.0,0.0,2.117253,8.157623
2761,6.1114674,4.5217886,1.0645658,0.9597,0.0,0.0,3.0,0.5184475,8.157623
2762,3.637586,2.0794415,1.0645658,0.8388,1.0,0.0,0.0,-0.11780921,8.157623
2763,4.644391,3.0445225,1.0645658,0.8122,1.0,0.0,0.0,0.102012485,8.157623
2764,3.0910425,1.609438,1.9354342,-0.4215,1.0,0.0,0.0,-0.6235339,8.157623
2765,2.3978953,1.0986123,1.0645658,0.4404,1.0,0.0,0.0,-0.6109742,8.157623
2766,3.7376697,2.3025851,1.0645658,0.6369,1.0,0.0,0.0,-0.19878305,8.157623
2767,5.3471074,3.6109178,1.0645658,0.9549,1.0,0.0,0.0,0.33866185,8.157623
2768,5.0106354,3.4339871,1.0645658,0.0,1.0,0.0,0.0,-0.23216446,8.157623
2769,4.553877,2.8332133,2.9354343,-0.3612,0.0,0.0,0.0,0.05859868,8.157623
2770,5.0998664,3.295837,1.0645658,0.943,1.0,0.0,0.0,0.27516833,8.157623
2771,3.8501475,2.3025851,1.0645658,0.6697,1.0,0.0,0.0,-0.15576513,8.157623
2772,3.9512436,2.3025851,1.0645658,0.7579,1.0,0.0,0.0,-0.08679837,8.157623
2773,2.5649493,1.0986123,1.0645658,0.4404,1.0,0.0,0.0,-0.57222265,8.157623
2774,3.6635616,2.1972246,0.06456572,0.7906,1.0,0.0,0.0,-0.4483382,8.157623
2775,4.762174,3.1354942,1.0645658,0.7902,1.0,0.0,0.0,0.11798155,8.157623
2776,5.7037826,4.0430512,1.0645658,0.6973,0.0,0.0,0.0,0.28846565,8.157623
2777,5.5093884,3.8066626,0.06456572,0.9037,1.0,0.0,0.0,0.038203467,8.157623
2778,4.7361984,3.1354942,1.0645658,0.6124,1.0,0.0,0.0,0.020202577,8.157623
2779,3.0445225,1.3862944,1.9354342,0.0,1.0,0.0,0.0,-0.41681066,8.157623
2780,5.765191,4.1431346,0.9354343,-0.0717,1.0,0.0,0.0,-0.13437857,8.157623
2781,4.59512,3.0445225,0.06456572,0.0,1.0,0.0,0.0,-0.6402326,8.157623
2782,4.248495,2.4849067,1.0645658,0.7351,1.0,0.0,0.0,-0.029610816,8.157623
2783,5.043425,3.3322046,1.0645658,0.7906,1.0,0.0,0.0,0.18342984,8.157623
2784,5.159055,3.5553482,1.0645658,0.8227,1.0,0.0,0.0,0.22681774,8.157623
2785,5.9295893,4.26268,2.9354343,0.6807,1.0,0.0,0.0,0.9153938,8.157623
2786,5.267858,3.637586,0.9354343,0.531,1.0,0.0,0.0,0.061277557,8.157623
2787,3.465736,1.9459101,1.0645658,0.6696,1.0,0.0,0.0,-0.24498875,8.157623
2788,5.590987,4.0073333,1.0645658,0.9757,1.0,0.0,0.0,0.4059684,8.157623
2789,3.637586,2.1972246,1.0645658,0.4877,1.0,0.0,0.0,-0.2989939,8.157623
2790,3.4011974,1.9459101,1.0645658,0.4007,1.0,0.0,0.0,-0.39872524,8.157623
2791,3.0910425,1.9459101,1.0645658,0.6696,1.0,0.0,0.0,-0.33190644,8.157623
2792,5.811141,4.158883,0.06456572,0.3615,1.0,0.0,0.0,-0.17160049,8.157623
2793,3.6109178,2.0794415,1.0645658,0.3612,1.0,0.0,0.0,-0.37046027,8.157623
2794,5.2574954,3.637586,2.9354343,-0.5859,1.0,0.0,0.0,0.105861,8.157623
2795,3.1354942,1.7917595,2.9354343,0.0,1.0,0.0,0.0,-0.08402692,8.157623
2796,4.2904596,2.5649493,0.06456572,-0.2144,1.0,0.0,0.0,-0.82154554,8.157623
2797,4.189655,2.5649493,0.06456572,0.0992,1.0,0.0,0.0,-0.68309635,8.157623
2798,3.465736,1.9459101,1.0645658,0.6588,1.0,0.0,0.0,-0.25056207,8.157623
2799,5.7430034,4.0775375,1.0645658,0.877,1.0,0.0,0.0,0.39029762,8.157623
2800,3.6888795,2.3025851,0.06456572,0.0,1.0,0.0,0.0,-0.85045326,8.157623
2801,3.4011974,1.9459101,1.0645658,0.0,1.0,0.0,0.0,-0.6055059,8.157623
2802,3.5263605,1.7917595,1.0645658,0.6249,1.0,0.0,0.0,-0.25399303,8.157623
2803,4.9698133,3.2580965,1.0645658,0.9213,0.0,0.0,0.0,0.23380165,8.157623
2804,5.2040067,3.5553482,2.9354343,0.7711,1.0,0.0,0.0,0.7937312,8.157623
2805,5.826,4.1431346,0.06456572,0.9328,1.0,0.0,0.0,0.12666495,8.157623
2806,4.564348,3.0445225,1.0645658,0.7178,1.0,0.0,0.0,0.03472998,8.157623
2807,4.4188404,2.6390574,0.06456572,0.7712,1.0,0.0,0.0,-0.28314742,8.157623
2808,3.4965076,1.7917595,2.9354343,-0.7574,1.0,0.0,0.0,-0.39113784,8.157623
2809,5.7203116,3.9702919,1.0645658,0.8746,1.0,0.0,0.0,0.38379538,8.157623
2810,2.4849067,1.0986123,2.9354343,-0.4912,1.0,0.0,0.0,-0.48842686,8.157623
2811,2.6390574,1.3862944,1.0645658,0.4927,1.0,0.0,0.0,-0.52804244,8.157623
2812,5.1059456,3.5263605,2.9354343,-0.485,1.0,0.0,0.0,0.12277526,8.157623
2813,5.733341,4.1431346,0.06456572,0.8647,0.0,0.0,0.0,0.070027955,8.157623
2814,4.8751974,3.0910425,1.0645658,0.8992,1.0,0.0,0.0,0.2004489,8.157623
2815,4.0775375,2.3025851,0.06456572,0.2732,1.0,0.0,0.0,-0.61931175,8.157623
2816,4.7791233,3.2580965,0.9354343,0.5882,0.0,0.0,0.0,-0.02257629,8.157623
2817,6.371612,4.727388,1.0645658,0.9697,1.0,0.0,0.0,0.58395374,8.157623
2818,5.826,4.1108737,0.06456572,0.8244,0.0,0.0,0.0,0.07072528,8.157623
2819,2.5649493,1.3862944,1.0645658,0.6369,1.0,0.0,0.0,-0.4708191,8.157623
2820,2.7080503,1.3862944,2.9354343,-0.296,1.0,0.0,0.0,-0.33593154,8.157623
2821,5.398163,3.713572,1.0645658,0.7574,1.0,0.0,0.0,0.24858554,8.157623
2822,3.5553482,2.1972246,1.0645658,0.6369,1.0,0.0,0.0,-0.2410762,8.157623
2823,3.5263605,1.9459101,1.0645658,0.8357,1.0,0.0,0.0,-0.14520998,8.157623
2824,3.3672957,1.609438,1.0645658,0.6908,1.0,0.0,0.0,-0.25688368,8.157623
2825,7.37086,5.7300997,1.0645658,0.9969,1.0,0.0,0.0,0.829786,8.157623
2826,3.871201,2.4849067,2.9354343,0.3384,1.0,0.0,0.0,0.2612659,8.157623
2827,4.3694477,2.944439,0.06456572,0.0,1.0,0.0,0.0,-0.6925818,8.157623
2828,3.9702919,2.4849067,1.0645658,0.8519,1.0,0.0,0.0,-0.03387119,8.157623
2829,3.5263605,1.7917595,1.0645658,0.6369,1.0,0.0,0.0,-0.24780044,8.157623
2830,4.564348,3.0910425,1.9354342,0.2448,1.0,0.0,0.0,0.06207217,8.157623
2831,7.029973,5.327876,1.0645658,0.9939,0.0,0.0,0.0,0.7491622,8.157623
2832,4.8675346,3.1780539,2.9354343,-0.6682,1.0,0.0,0.0,-0.027069071,8.157623
2833,3.8501475,2.1972246,0.06456572,0.6249,1.0,0.0,0.0,-0.49056512,8.157623
2834,3.8918202,2.4849067,1.0645658,0.6369,1.0,0.0,0.0,-0.16302471,8.157623
2835,5.886104,4.26268,1.9354342,-0.5423,1.0,0.0,2.0,-0.03750187,8.157623
2836,4.564348,2.8903718,0.06456572,0.3291,1.0,0.0,0.0,-0.47753912,8.157623
2837,2.1972246,1.0986123,1.0645658,0.0,1.0,0.0,0.0,-0.8847916,8.157623
2838,5.0875964,3.3672957,0.06456572,0.0642,1.0,0.0,0.0,-0.49286246,8.157623
2839,4.0073333,2.4849067,1.9354342,0.1154,1.0,0.0,0.0,-0.13391535,8.157623
2840,5.5412636,3.9702919,1.9354342,0.3919,1.0,0.0,0.0,0.36459807,8.157623
2841,3.9702919,2.5649493,0.9354343,0.3612,1.0,0.0,0.0,-0.32734406,8.157623
2842,4.394449,2.7725887,1.0645658,0.6249,1.0,0.0,0.0,-0.05262243,8.157623
2843,5.379897,3.8286414,1.9354342,0.7096,1.0,0.0,0.0,0.4911146,8.157623
2844,5.866468,4.158883,1.9354342,0.8016,1.0,0.0,0.0,0.6514609,8.157623
2845,5.31812,3.7612002,1.0645658,0.8653,1.0,0.0,1.0,0.28569967,8.157623
2846,5.278115,3.6888795,0.9354343,0.5106,1.0,0.0,0.0,0.053129364,8.157623
2847,4.804021,3.1780539,2.9354343,-0.8342,1.0,0.0,0.0,-0.12746635,8.157623
2848,4.3820267,2.7080503,0.06456572,0.8225,1.0,0.0,0.0,-0.26521388,8.157623
2849,3.6109178,2.1972246,1.0645658,0.5719,1.0,0.0,0.0,-0.26172882,8.157623
2850,5.9687076,4.276666,0.06456572,0.7348,1.0,0.0,0.0,0.05759118,8.157623
2851,4.406719,2.8332133,2.9354343,0.0,1.0,0.0,0.0,0.21085927,8.157623
2852,4.0253515,2.6390574,0.9354343,0.0,1.0,0.0,0.0,-0.5009686,8.157623
