row_id,basic_char_len_log,basic_word_count_log,basic_rating_deviation,basic_sentiment_compound,basic_verified_purchase,adv_review_velocity_30d,adv_product_burst_7d,adv_reviewer_behavior_score,adv_time_gap_hours_log
88,4.204693,2.4849067,1.0645658,0.6588,1.0,0.0,0.0,-0.07914622,8.157623
89,4.5217886,2.9957323,1.0645658,0.946,1.0,0.0,1.0,0.14261971,8.157623
90,5.6312118,3.9512436,1.9354342,-0.5256,1.0,0.0,0.0,-0.088011235,8.157623
91,4.356709,2.5649493,1.0645658,0.855,1.0,0.0,0.0,0.057365727,8.157623
92,4.394449,2.7080503,1.0645658,0.1531,1.0,0.0,0.0,-0.29609418,8.157623
93,4.2341065,2.5649493,1.9354342,0.3182,1.0,0.0,0.0,0.023343943,8.157623
94,5.081404,3.583519,1.0645658,0.8478,1.0,0.0,0.0,0.22175787,8.157623
95,5.7071104,4.0943446,1.0645658,0.9616,1.0,0.0,0.0,0.42562926,8.157623
96,3.7612002,1.9459101,2.9354343,0.0,1.0,0.0,0.0,0.061118133,8.157623
97,5.0689044,3.4339871,1.0645658,0.9079,1.0,0.0,0.0,0.24987273,8.157623
98,4.1108737,2.6390574,1.0645658,0.9192,1.0,0.0,0.0,0.03346969,8.157623
99,5.5333896,3.871201,2.9354343,-0.0754,1.0,0.0,0.0,0.433303,8.157623
100,4.0073333,2.5649493,1.0645658,0.6369,1.0,0.0,0.0,-0.13622917,8.157623
101,4.3694477,2.7725887,1.0645658,0.5214,1.0,0.0,1.0,-0.11183301,8.157623
102,6.2822666,4.59512,1.0645658,0.9865,1.0,0.0,0.0,0.571898,8.157623
103,5.32301,3.583519,1.0645658,0.9646,1.0,0.0,0.0,0.33807763,8.157623
104,4.1271343,2.4849067,2.9354343,-0.296,1.0,0.0,0.0,-0.0067464495,8.157623
105,4.406719,2.8332133,2.9354343,-0.3612,1.0,0.0,0.0,0.024462506,8.157623
106,4.4308167,2.8332133,1.0645658,0.0,1.0,0.0,0.0,-0.366665,8.157623
107,2.4849067,1.609438,1.0645658,0.6369,1.0,0.0,0.0,-0.4893866,8.157623
108,5.669881,3.9512436,1.9354342,0.9454,1.0,0.0,0.0,0.68006635,8.157623
109,4.836282,3.1780539,1.0645658,0.944,1.0,0.0,0.0,0.21454066,8.157623
110,3.7376697,2.1972246,2.9354343,-0.296,1.0,0.0,1.0,-0.097090624,8.157623
111,3.9318256,2.4849067,2.9354343,-0.5859,1.0,0.0,0.0,-0.20165473,8.157623
112,4.465908,2.8332133,1.9354342,-0.25,1.0,0.0,0.0,-0.21610384,8.157623
113,6.8543544,5.170484,2.9354343,0.491,1.0,0.0,0.0,1.0320174,8.157623
114,4.3820267,2.8332133,0.9354343,0.3182,1.0,0.0,0.0,-0.254024,8.157623
115,5.616771,4.0253515,1.9354342,0.128,1.0,0.0,0.0,0.24592833,8.157623
116,4.804021,3.295837,1.0645658,-0.3412,1.0,0.0,0.0,-0.45616856,8.157623
117,6.289716,4.5217886,1.0645658,0.9763,1.0,0.0,0.0,0.5683622,8.157623
118,5.4071717,3.7612002,1.0645658,-0.4926,1.0,0.0,0.0,-0.3943854,8.157623
119,5.0369525,3.4011974,2.9354343,-0.4234,1.0,0.0,0.0,0.13855956,8.157623
120,5.9295893,4.2341065,2.9354343,-0.7093,1.0,0.0,0.0,0.19808625,8.157623
121,4.060443,2.4849067,1.0645658,0.8689,1.0,0.0,0.0,-0.004186005,8.157623
122,3.6635616,2.1972246,1.0645658,0.7959,1.0,0.0,0.0,-0.13392216,8.157623
123,6.3117347,4.644391,1.0645658,0.9664,1.0,0.0,0.0,0.5683611,8.157623
124,4.59512,3.1354942,2.9354343,0.0,1.0,0.0,0.0,0.25456256,8.157623
125,4.744932,3.1354942,1.0645658,0.9442,1.0,0.0,0.0,0.19345346,8.157623
126,4.905275,3.1780539,1.0645658,0.5106,1.0,0.0,0.0,0.0068894792,8.157623
127,2.7725887,1.3862944,0.9354343,0.0,1.0,0.0,0.0,-0.79157215,8.157623
128,4.0943446,2.3978953,0.06456572,0.7184,1.0,0.0,0.0,-0.38566816,8.157623
129,6.1654177,4.465908,0.9354343,0.8825,1.0,0.0,0.0,0.45087564,8.157623
130,4.1108737,2.6390574,2.9354343,-0.0772,1.0,0.0,0.0,0.10239303,8.157623
131,5.7137327,4.1743875,1.0645658,0.8994,1.0,0.0,0.0,0.39506727,8.157623
132,6.324359,4.7184987,1.0645658,0.8548,0.0,0.0,0.0,0.5136985,8.157623
133,3.8918202,2.3025851,2.9354343,0.3612,1.0,0.0,0.0,0.27781487,8.157623
134,5.9107966,4.2904596,1.0645658,0.9725,1.0,0.0,0.0,0.47850332,8.157623
135,4.060443,2.3978953,2.9354343,0.296,1.0,0.0,0.0,0.28328392,8.157623
136,4.6728287,3.0445225,1.0645658,0.5786,1.0,0.0,1.0,-0.011939722,8.157623
